image name [10558_resized], angle_normal : tensor([[0.0860]], device='cuda:0'), angle_fog : tensor([[1.3688]], device='cuda:0'), diff: 1.2828
image name [18248_resized], angle_normal : tensor([[0.0651]], device='cuda:0'), angle_fog : tensor([[1.0644]], device='cuda:0'), diff: 0.9994
image name [18561_resized], angle_normal : tensor([[0.1817]], device='cuda:0'), angle_fog : tensor([[0.4758]], device='cuda:0'), diff: 0.2941
image name [18778_resized], angle_normal : tensor([[-0.2624]], device='cuda:0'), angle_fog : tensor([[-0.2876]], device='cuda:0'), diff: 0.0253
image name [18789_resized], angle_normal : tensor([[-0.0689]], device='cuda:0'), angle_fog : tensor([[-0.1140]], device='cuda:0'), diff: 0.0452
image name [1881_resized], angle_normal : tensor([[-0.0379]], device='cuda:0'), angle_fog : tensor([[-0.7907]], device='cuda:0'), diff: 0.7528
image name [18983_resized], angle_normal : tensor([[-0.0026]], device='cuda:0'), angle_fog : tensor([[2.5779]], device='cuda:0'), diff: 2.5805
image name [19155_resized], angle_normal : tensor([[-0.1977]], device='cuda:0'), angle_fog : tensor([[2.7662]], device='cuda:0'), diff: 2.9638
image name [19544_resized], angle_normal : tensor([[0.3410]], device='cuda:0'), angle_fog : tensor([[1.9605]], device='cuda:0'), diff: 1.6195
image name [20212_resized], angle_normal : tensor([[-0.1576]], device='cuda:0'), angle_fog : tensor([[2.5009]], device='cuda:0'), diff: 2.6585
image name [21011_resized], angle_normal : tensor([[0.0946]], device='cuda:0'), angle_fog : tensor([[2.1945]], device='cuda:0'), diff: 2.0999
image name [21303_resized], angle_normal : tensor([[-0.0413]], device='cuda:0'), angle_fog : tensor([[2.3384]], device='cuda:0'), diff: 2.3797
image name [21488_resized], angle_normal : tensor([[0.0164]], device='cuda:0'), angle_fog : tensor([[1.7355]], device='cuda:0'), diff: 1.7191
image name [21693_resized], angle_normal : tensor([[0.3116]], device='cuda:0'), angle_fog : tensor([[1.0212]], device='cuda:0'), diff: 0.7096
image name [21822_resized], angle_normal : tensor([[0.3652]], device='cuda:0'), angle_fog : tensor([[2.5913]], device='cuda:0'), diff: 2.2261
image name [22719_resized], angle_normal : tensor([[-0.1978]], device='cuda:0'), angle_fog : tensor([[0.1831]], device='cuda:0'), diff: 0.3809
image name [23723_resized], angle_normal : tensor([[-0.1597]], device='cuda:0'), angle_fog : tensor([[2.3760]], device='cuda:0'), diff: 2.5357
image name [23745_resized], angle_normal : tensor([[0.1514]], device='cuda:0'), angle_fog : tensor([[2.4167]], device='cuda:0'), diff: 2.2652
image name [23897_resized], angle_normal : tensor([[0.2134]], device='cuda:0'), angle_fog : tensor([[2.4944]], device='cuda:0'), diff: 2.2810
image name [24025_resized], angle_normal : tensor([[0.0143]], device='cuda:0'), angle_fog : tensor([[2.3104]], device='cuda:0'), diff: 2.2962
image name [24047_resized], angle_normal : tensor([[0.0281]], device='cuda:0'), angle_fog : tensor([[2.2225]], device='cuda:0'), diff: 2.1944
image name [24122_resized], angle_normal : tensor([[-0.0588]], device='cuda:0'), angle_fog : tensor([[2.2568]], device='cuda:0'), diff: 2.3156
image name [24869_resized], angle_normal : tensor([[-0.3497]], device='cuda:0'), angle_fog : tensor([[2.5948]], device='cuda:0'), diff: 2.9445
image name [24900_resized], angle_normal : tensor([[-0.3460]], device='cuda:0'), angle_fog : tensor([[2.3025]], device='cuda:0'), diff: 2.6486
image name [25538_resized], angle_normal : tensor([[0.1819]], device='cuda:0'), angle_fog : tensor([[1.8172]], device='cuda:0'), diff: 1.6354
image name [25743_resized], angle_normal : tensor([[-0.8797]], device='cuda:0'), angle_fog : tensor([[0.0870]], device='cuda:0'), diff: 0.9667
image name [25765_resized], angle_normal : tensor([[-0.9377]], device='cuda:0'), angle_fog : tensor([[-0.1164]], device='cuda:0'), diff: 0.8213
image name [26056_resized], angle_normal : tensor([[0.4455]], device='cuda:0'), angle_fog : tensor([[2.6522]], device='cuda:0'), diff: 2.2067
image name [26294_resized], angle_normal : tensor([[0.2724]], device='cuda:0'), angle_fog : tensor([[1.7537]], device='cuda:0'), diff: 1.4814
image name [26337_resized], angle_normal : tensor([[0.4072]], device='cuda:0'), angle_fog : tensor([[1.1813]], device='cuda:0'), diff: 0.7741
image name [27147_resized], angle_normal : tensor([[0.5263]], device='cuda:0'), angle_fog : tensor([[-0.2983]], device='cuda:0'), diff: 0.8247
image name [27493_resized], angle_normal : tensor([[0.4669]], device='cuda:0'), angle_fog : tensor([[0.1676]], device='cuda:0'), diff: 0.2992
image name [27817_resized], angle_normal : tensor([[-0.1112]], device='cuda:0'), angle_fog : tensor([[2.4422]], device='cuda:0'), diff: 2.5534
image name [28021_resized], angle_normal : tensor([[0.3273]], device='cuda:0'), angle_fog : tensor([[0.1195]], device='cuda:0'), diff: 0.2078
image name [28032_resized], angle_normal : tensor([[0.5295]], device='cuda:0'), angle_fog : tensor([[0.1929]], device='cuda:0'), diff: 0.3367
image name [28195_resized], angle_normal : tensor([[0.4816]], device='cuda:0'), angle_fog : tensor([[0.6099]], device='cuda:0'), diff: 0.1283
image name [28995_resized], angle_normal : tensor([[0.0267]], device='cuda:0'), angle_fog : tensor([[1.0091]], device='cuda:0'), diff: 0.9824
image name [292_resized], angle_normal : tensor([[2.3516]], device='cuda:0'), angle_fog : tensor([[0.6824]], device='cuda:0'), diff: 1.6693
image name [29631_resized], angle_normal : tensor([[0.6021]], device='cuda:0'), angle_fog : tensor([[1.2609]], device='cuda:0'), diff: 0.6589
image name [30192_resized], angle_normal : tensor([[-0.6221]], device='cuda:0'), angle_fog : tensor([[2.4707]], device='cuda:0'), diff: 3.0927
image name [30321_resized], angle_normal : tensor([[-0.0094]], device='cuda:0'), angle_fog : tensor([[0.7056]], device='cuda:0'), diff: 0.7150
image name [30408_resized], angle_normal : tensor([[0.0849]], device='cuda:0'), angle_fog : tensor([[0.1811]], device='cuda:0'), diff: 0.0962
image name [30570_resized], angle_normal : tensor([[0.4423]], device='cuda:0'), angle_fog : tensor([[1.9132]], device='cuda:0'), diff: 1.4710
image name [31759_resized], angle_normal : tensor([[0.1047]], device='cuda:0'), angle_fog : tensor([[1.6324]], device='cuda:0'), diff: 1.5276
image name [32071_resized], angle_normal : tensor([[-0.0540]], device='cuda:0'), angle_fog : tensor([[0.7010]], device='cuda:0'), diff: 0.7550
image name [32547_resized], angle_normal : tensor([[-0.6625]], device='cuda:0'), angle_fog : tensor([[0.1080]], device='cuda:0'), diff: 0.7705
image name [33292_resized], angle_normal : tensor([[-0.5755]], device='cuda:0'), angle_fog : tensor([[0.5345]], device='cuda:0'), diff: 1.1100
image name [33432_resized], angle_normal : tensor([[-0.1967]], device='cuda:0'), angle_fog : tensor([[0.4819]], device='cuda:0'), diff: 0.6786
image name [33487_resized], angle_normal : tensor([[0.7703]], device='cuda:0'), angle_fog : tensor([[2.0220]], device='cuda:0'), diff: 1.2517
image name [33562_resized], angle_normal : tensor([[0.0632]], device='cuda:0'), angle_fog : tensor([[1.0515]], device='cuda:0'), diff: 0.9883
image name [33595_resized], angle_normal : tensor([[0.0834]], device='cuda:0'), angle_fog : tensor([[0.5029]], device='cuda:0'), diff: 0.4195
image name [33779_resized], angle_normal : tensor([[-0.8516]], device='cuda:0'), angle_fog : tensor([[2.2182]], device='cuda:0'), diff: 3.0698
image name [34091_resized], angle_normal : tensor([[0.2439]], device='cuda:0'), angle_fog : tensor([[0.4322]], device='cuda:0'), diff: 0.1883
image name [34178_resized], angle_normal : tensor([[-0.5882]], device='cuda:0'), angle_fog : tensor([[0.2685]], device='cuda:0'), diff: 0.8567
image name [34415_resized], angle_normal : tensor([[0.4653]], device='cuda:0'), angle_fog : tensor([[1.2909]], device='cuda:0'), diff: 0.8256
image name [34501_resized], angle_normal : tensor([[1.6968]], device='cuda:0'), angle_fog : tensor([[2.8828]], device='cuda:0'), diff: 1.1860
image name [34750_resized], angle_normal : tensor([[-0.0082]], device='cuda:0'), angle_fog : tensor([[1.4540]], device='cuda:0'), diff: 1.4622
image name [34891_resized], angle_normal : tensor([[0.2479]], device='cuda:0'), angle_fog : tensor([[0.0866]], device='cuda:0'), diff: 0.1613
image name [35355_resized], angle_normal : tensor([[-0.4260]], device='cuda:0'), angle_fog : tensor([[0.4038]], device='cuda:0'), diff: 0.8298
image name [35366_resized], angle_normal : tensor([[-0.7001]], device='cuda:0'), angle_fog : tensor([[0.6901]], device='cuda:0'), diff: 1.3902
image name [35452_resized], angle_normal : tensor([[2.4053]], device='cuda:0'), angle_fog : tensor([[1.6249]], device='cuda:0'), diff: 0.7805
image name [35506_resized], angle_normal : tensor([[0.0074]], device='cuda:0'), angle_fog : tensor([[1.0265]], device='cuda:0'), diff: 1.0191
image name [35733_resized], angle_normal : tensor([[-0.5481]], device='cuda:0'), angle_fog : tensor([[2.6157]], device='cuda:0'), diff: 3.1638
image name [36024_resized], angle_normal : tensor([[0.1418]], device='cuda:0'), angle_fog : tensor([[0.8822]], device='cuda:0'), diff: 0.7404
image name [36110_resized], angle_normal : tensor([[-0.0342]], device='cuda:0'), angle_fog : tensor([[2.5218]], device='cuda:0'), diff: 2.5561
image name [3649_resized], angle_normal : tensor([[0.0618]], device='cuda:0'), angle_fog : tensor([[2.4471]], device='cuda:0'), diff: 2.3854
image name [3689_resized], angle_normal : tensor([[0.0577]], device='cuda:0'), angle_fog : tensor([[2.5064]], device='cuda:0'), diff: 2.4487
image name [36943_resized], angle_normal : tensor([[-0.4573]], device='cuda:0'), angle_fog : tensor([[-0.2567]], device='cuda:0'), diff: 0.2006
image name [37212_resized], angle_normal : tensor([[-0.9939]], device='cuda:0'), angle_fog : tensor([[-0.2702]], device='cuda:0'), diff: 0.7237
image name [37245_resized], angle_normal : tensor([[-0.4991]], device='cuda:0'), angle_fog : tensor([[0.8037]], device='cuda:0'), diff: 1.3028
image name [37526_resized], angle_normal : tensor([[0.2198]], device='cuda:0'), angle_fog : tensor([[0.0465]], device='cuda:0'), diff: 0.1733
image name [3757_resized], angle_normal : tensor([[0.0624]], device='cuda:0'), angle_fog : tensor([[2.4804]], device='cuda:0'), diff: 2.4180
image name [37612_resized], angle_normal : tensor([[-0.0297]], device='cuda:0'), angle_fog : tensor([[0.3844]], device='cuda:0'), diff: 0.4141
image name [38282_resized], angle_normal : tensor([[0.0434]], device='cuda:0'), angle_fog : tensor([[2.5704]], device='cuda:0'), diff: 2.5270
image name [38293_resized], angle_normal : tensor([[0.7206]], device='cuda:0'), angle_fog : tensor([[2.6980]], device='cuda:0'), diff: 1.9773
image name [38433_resized], angle_normal : tensor([[0.7696]], device='cuda:0'), angle_fog : tensor([[1.5409]], device='cuda:0'), diff: 0.7714
image name [38714_resized], angle_normal : tensor([[0.1700]], device='cuda:0'), angle_fog : tensor([[2.0632]], device='cuda:0'), diff: 1.8933
image name [38769_resized], angle_normal : tensor([[0.1741]], device='cuda:0'), angle_fog : tensor([[1.9789]], device='cuda:0'), diff: 1.8048
image name [39081_resized], angle_normal : tensor([[-0.6606]], device='cuda:0'), angle_fog : tensor([[0.0816]], device='cuda:0'), diff: 0.7422
image name [39135_resized], angle_normal : tensor([[-0.0404]], device='cuda:0'), angle_fog : tensor([[0.1967]], device='cuda:0'), diff: 0.2371
image name [39232_resized], angle_normal : tensor([[0.0970]], device='cuda:0'), angle_fog : tensor([[0.2889]], device='cuda:0'), diff: 0.1918
image name [39513_resized], angle_normal : tensor([[-0.7961]], device='cuda:0'), angle_fog : tensor([[0.8025]], device='cuda:0'), diff: 1.5986
image name [39557_resized], angle_normal : tensor([[0.7752]], device='cuda:0'), angle_fog : tensor([[1.5263]], device='cuda:0'), diff: 0.7511
image name [39751_resized], angle_normal : tensor([[0.0465]], device='cuda:0'), angle_fog : tensor([[1.0397]], device='cuda:0'), diff: 0.9932
image name [40096_resized], angle_normal : tensor([[-0.0614]], device='cuda:0'), angle_fog : tensor([[0.2269]], device='cuda:0'), diff: 0.2883
image name [40258_resized], angle_normal : tensor([[0.0087]], device='cuda:0'), angle_fog : tensor([[0.4913]], device='cuda:0'), diff: 0.4826
image name [40755_resized], angle_normal : tensor([[0.2560]], device='cuda:0'), angle_fog : tensor([[2.5274]], device='cuda:0'), diff: 2.2714
image name [41046_resized], angle_normal : tensor([[-0.1357]], device='cuda:0'), angle_fog : tensor([[1.4721]], device='cuda:0'), diff: 1.6078
image name [41132_resized], angle_normal : tensor([[-0.0964]], device='cuda:0'), angle_fog : tensor([[1.3942]], device='cuda:0'), diff: 1.4905
image name [41338_resized], angle_normal : tensor([[0.1900]], device='cuda:0'), angle_fog : tensor([[0.8950]], device='cuda:0'), diff: 0.7050
image name [41565_resized], angle_normal : tensor([[0.0724]], device='cuda:0'), angle_fog : tensor([[0.5563]], device='cuda:0'), diff: 0.4838
image name [41608_resized], angle_normal : tensor([[0.0496]], device='cuda:0'), angle_fog : tensor([[0.4366]], device='cuda:0'), diff: 0.3870
image name [42353_resized], angle_normal : tensor([[-0.1002]], device='cuda:0'), angle_fog : tensor([[2.1865]], device='cuda:0'), diff: 2.2867
image name [42450_resized], angle_normal : tensor([[0.0725]], device='cuda:0'), angle_fog : tensor([[1.7899]], device='cuda:0'), diff: 1.7173
image name [42580_resized], angle_normal : tensor([[0.3112]], device='cuda:0'), angle_fog : tensor([[2.3759]], device='cuda:0'), diff: 2.0647
image name [42720_resized], angle_normal : tensor([[0.4229]], device='cuda:0'), angle_fog : tensor([[1.8521]], device='cuda:0'), diff: 1.4292
image name [42797_resized], angle_normal : tensor([[-0.1284]], device='cuda:0'), angle_fog : tensor([[1.7669]], device='cuda:0'), diff: 1.8953
image name [42829_resized], angle_normal : tensor([[0.1685]], device='cuda:0'), angle_fog : tensor([[0.9806]], device='cuda:0'), diff: 0.8121
image name [43228_resized], angle_normal : tensor([[-0.1576]], device='cuda:0'), angle_fog : tensor([[1.7546]], device='cuda:0'), diff: 1.9122
image name [43347_resized], angle_normal : tensor([[0.0888]], device='cuda:0'), angle_fog : tensor([[2.7336]], device='cuda:0'), diff: 2.6448
image name [43477_resized], angle_normal : tensor([[-0.0908]], device='cuda:0'), angle_fog : tensor([[2.8033]], device='cuda:0'), diff: 2.8941
image name [43899_resized], angle_normal : tensor([[-0.3186]], device='cuda:0'), angle_fog : tensor([[1.6909]], device='cuda:0'), diff: 2.0095
image name [44427_resized], angle_normal : tensor([[0.1346]], device='cuda:0'), angle_fog : tensor([[0.9165]], device='cuda:0'), diff: 0.7818
image name [44502_resized], angle_normal : tensor([[0.0476]], device='cuda:0'), angle_fog : tensor([[0.8292]], device='cuda:0'), diff: 0.7816
image name [44535_resized], angle_normal : tensor([[0.0819]], device='cuda:0'), angle_fog : tensor([[0.8845]], device='cuda:0'), diff: 0.8026
image name [4514_resized], angle_normal : tensor([[0.3426]], device='cuda:0'), angle_fog : tensor([[1.7053]], device='cuda:0'), diff: 1.3626
image name [45172_resized], angle_normal : tensor([[0.3028]], device='cuda:0'), angle_fog : tensor([[1.8749]], device='cuda:0'), diff: 1.5720
image name [45389_resized], angle_normal : tensor([[0.1247]], device='cuda:0'), angle_fog : tensor([[1.8807]], device='cuda:0'), diff: 1.7560
image name [45420_resized], angle_normal : tensor([[0.1971]], device='cuda:0'), angle_fog : tensor([[2.2163]], device='cuda:0'), diff: 2.0191
image name [45518_resized], angle_normal : tensor([[-0.2248]], device='cuda:0'), angle_fog : tensor([[0.0407]], device='cuda:0'), diff: 0.2655
image name [45529_resized], angle_normal : tensor([[-0.2413]], device='cuda:0'), angle_fog : tensor([[0.0500]], device='cuda:0'), diff: 0.2913
image name [4594_resized], angle_normal : tensor([[0.3279]], device='cuda:0'), angle_fog : tensor([[2.6735]], device='cuda:0'), diff: 2.3456
image name [4659_resized], angle_normal : tensor([[0.1881]], device='cuda:0'), angle_fog : tensor([[1.6133]], device='cuda:0'), diff: 1.4253
image name [4767_resized], angle_normal : tensor([[0.0220]], device='cuda:0'), angle_fog : tensor([[2.1319]], device='cuda:0'), diff: 2.1099
image name [4820_resized], angle_normal : tensor([[0.0994]], device='cuda:0'), angle_fog : tensor([[2.0222]], device='cuda:0'), diff: 1.9228
image name [548_resized], angle_normal : tensor([[-0.9554]], device='cuda:0'), angle_fog : tensor([[0.8671]], device='cuda:0'), diff: 1.8225
image name [5500_resized], angle_normal : tensor([[-0.0656]], device='cuda:0'), angle_fog : tensor([[2.0672]], device='cuda:0'), diff: 2.1328
image name [5674_resized], angle_normal : tensor([[-0.1302]], device='cuda:0'), angle_fog : tensor([[2.0254]], device='cuda:0'), diff: 2.1556
image name [603_resized], angle_normal : tensor([[-0.2272]], device='cuda:0'), angle_fog : tensor([[0.5946]], device='cuda:0'), diff: 0.8218
image name [6084_resized], angle_normal : tensor([[-0.2335]], device='cuda:0'), angle_fog : tensor([[0.3652]], device='cuda:0'), diff: 0.5987
image name [6743_resized], angle_normal : tensor([[0.1431]], device='cuda:0'), angle_fog : tensor([[2.3997]], device='cuda:0'), diff: 2.2565
image name [6895_resized], angle_normal : tensor([[0.1880]], device='cuda:0'), angle_fog : tensor([[1.4902]], device='cuda:0'), diff: 1.3021
image name [7434_resized], angle_normal : tensor([[-0.2653]], device='cuda:0'), angle_fog : tensor([[0.8258]], device='cuda:0'), diff: 1.0911
image name [8536_resized], angle_normal : tensor([[0.3758]], device='cuda:0'), angle_fog : tensor([[0.7047]], device='cuda:0'), diff: 0.3288
image name [8677_resized], angle_normal : tensor([[-0.0944]], device='cuda:0'), angle_fog : tensor([[0.2171]], device='cuda:0'), diff: 0.3115
image name [9054_resized], angle_normal : tensor([[0.2129]], device='cuda:0'), angle_fog : tensor([[0.1006]], device='cuda:0'), diff: 0.1124
image name [9140_resized], angle_normal : tensor([[0.3819]], device='cuda:0'), angle_fog : tensor([[-0.2613]], device='cuda:0'), diff: 0.6431
image name [9595_resized], angle_normal : tensor([[-0.0408]], device='cuda:0'), angle_fog : tensor([[0.3259]], device='cuda:0'), diff: 0.3667
image name [9865_resized], angle_normal : tensor([[0.1667]], device='cuda:0'), angle_fog : tensor([[1.4550]], device='cuda:0'), diff: 1.2883
image name [9908_resized], angle_normal : tensor([[0.4950]], device='cuda:0'), angle_fog : tensor([[2.6156]], device='cuda:0'), diff: 2.1206
Mean:  1.4116513609688803
std:  0.8692510354751035
