image name [10558_resized], angle_normal : tensor([[0.0226]], device='cuda:0'), angle_fog : tensor([[2.4901]], device='cuda:0'), diff: 2.4675
image name [17579_resized], angle_normal : tensor([[0.0032]], device='cuda:0'), angle_fog : tensor([[2.4581]], device='cuda:0'), diff: 2.4549
image name [17632_resized], angle_normal : tensor([[0.0243]], device='cuda:0'), angle_fog : tensor([[2.5797]], device='cuda:0'), diff: 2.5554
image name [18064_resized], angle_normal : tensor([[0.0569]], device='cuda:0'), angle_fog : tensor([[1.2321]], device='cuda:0'), diff: 1.1753
image name [18248_resized], angle_normal : tensor([[0.0512]], device='cuda:0'), angle_fog : tensor([[0.9655]], device='cuda:0'), diff: 0.9143
image name [18561_resized], angle_normal : tensor([[0.0964]], device='cuda:0'), angle_fog : tensor([[0.2049]], device='cuda:0'), diff: 0.1085
image name [18778_resized], angle_normal : tensor([[0.0058]], device='cuda:0'), angle_fog : tensor([[1.7308]], device='cuda:0'), diff: 1.7251
image name [18789_resized], angle_normal : tensor([[-0.0233]], device='cuda:0'), angle_fog : tensor([[-0.3161]], device='cuda:0'), diff: 0.2928
image name [1881_resized], angle_normal : tensor([[0.0067]], device='cuda:0'), angle_fog : tensor([[2.7530]], device='cuda:0'), diff: 2.7463
image name [18983_resized], angle_normal : tensor([[0.0127]], device='cuda:0'), angle_fog : tensor([[2.7015]], device='cuda:0'), diff: 2.6888
image name [19155_resized], angle_normal : tensor([[0.0091]], device='cuda:0'), angle_fog : tensor([[2.6067]], device='cuda:0'), diff: 2.5976
image name [19544_resized], angle_normal : tensor([[0.3480]], device='cuda:0'), angle_fog : tensor([[2.9831]], device='cuda:0'), diff: 2.6351
image name [20212_resized], angle_normal : tensor([[-0.2290]], device='cuda:0'), angle_fog : tensor([[2.2650]], device='cuda:0'), diff: 2.4940
image name [21011_resized], angle_normal : tensor([[0.2590]], device='cuda:0'), angle_fog : tensor([[1.5437]], device='cuda:0'), diff: 1.2846
image name [21303_resized], angle_normal : tensor([[-0.0300]], device='cuda:0'), angle_fog : tensor([[2.6293]], device='cuda:0'), diff: 2.6593
image name [21488_resized], angle_normal : tensor([[0.0447]], device='cuda:0'), angle_fog : tensor([[2.6199]], device='cuda:0'), diff: 2.5751
image name [21693_resized], angle_normal : tensor([[0.1609]], device='cuda:0'), angle_fog : tensor([[2.8991]], device='cuda:0'), diff: 2.7382
image name [21822_resized], angle_normal : tensor([[0.1574]], device='cuda:0'), angle_fog : tensor([[0.2531]], device='cuda:0'), diff: 0.0958
image name [22719_resized], angle_normal : tensor([[-0.1935]], device='cuda:0'), angle_fog : tensor([[-0.6103]], device='cuda:0'), diff: 0.4167
image name [23723_resized], angle_normal : tensor([[-0.2088]], device='cuda:0'), angle_fog : tensor([[2.7775]], device='cuda:0'), diff: 2.9863
image name [23745_resized], angle_normal : tensor([[-0.1971]], device='cuda:0'), angle_fog : tensor([[2.6927]], device='cuda:0'), diff: 2.8898
image name [23897_resized], angle_normal : tensor([[0.1298]], device='cuda:0'), angle_fog : tensor([[2.5833]], device='cuda:0'), diff: 2.4535
image name [24025_resized], angle_normal : tensor([[0.0362]], device='cuda:0'), angle_fog : tensor([[2.6569]], device='cuda:0'), diff: 2.6207
image name [24047_resized], angle_normal : tensor([[0.0209]], device='cuda:0'), angle_fog : tensor([[2.6734]], device='cuda:0'), diff: 2.6525
image name [24122_resized], angle_normal : tensor([[-0.0897]], device='cuda:0'), angle_fog : tensor([[2.7307]], device='cuda:0'), diff: 2.8204
image name [24869_resized], angle_normal : tensor([[-0.0512]], device='cuda:0'), angle_fog : tensor([[2.6438]], device='cuda:0'), diff: 2.6950
image name [24900_resized], angle_normal : tensor([[-0.2659]], device='cuda:0'), angle_fog : tensor([[2.8224]], device='cuda:0'), diff: 3.0883
image name [25538_resized], angle_normal : tensor([[0.1057]], device='cuda:0'), angle_fog : tensor([[2.5865]], device='cuda:0'), diff: 2.4808
image name [25743_resized], angle_normal : tensor([[-0.9505]], device='cuda:0'), angle_fog : tensor([[-0.2001]], device='cuda:0'), diff: 0.7503
image name [25765_resized], angle_normal : tensor([[-0.8858]], device='cuda:0'), angle_fog : tensor([[-0.4370]], device='cuda:0'), diff: 0.4488
image name [26056_resized], angle_normal : tensor([[0.0971]], device='cuda:0'), angle_fog : tensor([[2.9424]], device='cuda:0'), diff: 2.8453
image name [26294_resized], angle_normal : tensor([[0.1074]], device='cuda:0'), angle_fog : tensor([[2.4527]], device='cuda:0'), diff: 2.3453
image name [26337_resized], angle_normal : tensor([[0.1641]], device='cuda:0'), angle_fog : tensor([[2.3879]], device='cuda:0'), diff: 2.2238
image name [27147_resized], angle_normal : tensor([[0.5305]], device='cuda:0'), angle_fog : tensor([[-1.0353]], device='cuda:0'), diff: 1.5658
image name [27493_resized], angle_normal : tensor([[0.4107]], device='cuda:0'), angle_fog : tensor([[1.0992]], device='cuda:0'), diff: 0.6885
image name [27817_resized], angle_normal : tensor([[-0.2717]], device='cuda:0'), angle_fog : tensor([[1.4057]], device='cuda:0'), diff: 1.6774
image name [28021_resized], angle_normal : tensor([[0.6012]], device='cuda:0'), angle_fog : tensor([[0.8586]], device='cuda:0'), diff: 0.2574
image name [28032_resized], angle_normal : tensor([[0.7419]], device='cuda:0'), angle_fog : tensor([[0.2975]], device='cuda:0'), diff: 0.4444
image name [28195_resized], angle_normal : tensor([[0.7065]], device='cuda:0'), angle_fog : tensor([[1.1160]], device='cuda:0'), diff: 0.4095
image name [28995_resized], angle_normal : tensor([[-0.0118]], device='cuda:0'), angle_fog : tensor([[-0.0194]], device='cuda:0'), diff: 0.0077
image name [292_resized], angle_normal : tensor([[2.9626]], device='cuda:0'), angle_fog : tensor([[1.1875]], device='cuda:0'), diff: 1.7751
image name [29631_resized], angle_normal : tensor([[0.7399]], device='cuda:0'), angle_fog : tensor([[3.0604]], device='cuda:0'), diff: 2.3205
image name [30192_resized], angle_normal : tensor([[-0.0414]], device='cuda:0'), angle_fog : tensor([[-0.2446]], device='cuda:0'), diff: 0.2032
image name [30321_resized], angle_normal : tensor([[-0.0439]], device='cuda:0'), angle_fog : tensor([[2.9873]], device='cuda:0'), diff: 3.0312
image name [30408_resized], angle_normal : tensor([[0.5679]], device='cuda:0'), angle_fog : tensor([[-0.0359]], device='cuda:0'), diff: 0.6038
image name [30570_resized], angle_normal : tensor([[0.6249]], device='cuda:0'), angle_fog : tensor([[2.9139]], device='cuda:0'), diff: 2.2890
image name [31759_resized], angle_normal : tensor([[-0.2262]], device='cuda:0'), angle_fog : tensor([[2.5333]], device='cuda:0'), diff: 2.7595
image name [32071_resized], angle_normal : tensor([[0.1544]], device='cuda:0'), angle_fog : tensor([[0.2363]], device='cuda:0'), diff: 0.0819
image name [32547_resized], angle_normal : tensor([[-0.3999]], device='cuda:0'), angle_fog : tensor([[-2.1336]], device='cuda:0'), diff: 1.7337
image name [33292_resized], angle_normal : tensor([[-0.0975]], device='cuda:0'), angle_fog : tensor([[3.0377]], device='cuda:0'), diff: 3.1352
image name [33432_resized], angle_normal : tensor([[0.5529]], device='cuda:0'), angle_fog : tensor([[2.9792]], device='cuda:0'), diff: 2.4262
image name [33487_resized], angle_normal : tensor([[1.1105]], device='cuda:0'), angle_fog : tensor([[2.9999]], device='cuda:0'), diff: 1.8893
image name [33562_resized], angle_normal : tensor([[0.0235]], device='cuda:0'), angle_fog : tensor([[0.3980]], device='cuda:0'), diff: 0.3746
image name [33595_resized], angle_normal : tensor([[-0.2163]], device='cuda:0'), angle_fog : tensor([[0.1158]], device='cuda:0'), diff: 0.3321
image name [33779_resized], angle_normal : tensor([[-0.3007]], device='cuda:0'), angle_fog : tensor([[2.9321]], device='cuda:0'), diff: 3.2328
image name [34091_resized], angle_normal : tensor([[0.5188]], device='cuda:0'), angle_fog : tensor([[2.7886]], device='cuda:0'), diff: 2.2698
image name [34178_resized], angle_normal : tensor([[-0.3470]], device='cuda:0'), angle_fog : tensor([[0.0457]], device='cuda:0'), diff: 0.3927
image name [34415_resized], angle_normal : tensor([[0.1168]], device='cuda:0'), angle_fog : tensor([[1.1490]], device='cuda:0'), diff: 1.0322
image name [34501_resized], angle_normal : tensor([[0.3458]], device='cuda:0'), angle_fog : tensor([[2.9830]], device='cuda:0'), diff: 2.6372
image name [34750_resized], angle_normal : tensor([[-0.1063]], device='cuda:0'), angle_fog : tensor([[2.9144]], device='cuda:0'), diff: 3.0207
image name [34891_resized], angle_normal : tensor([[0.0612]], device='cuda:0'), angle_fog : tensor([[2.0449]], device='cuda:0'), diff: 1.9836
image name [35355_resized], angle_normal : tensor([[-0.0866]], device='cuda:0'), angle_fog : tensor([[0.3541]], device='cuda:0'), diff: 0.4407
image name [35366_resized], angle_normal : tensor([[0.1531]], device='cuda:0'), angle_fog : tensor([[-0.8657]], device='cuda:0'), diff: 1.0188
image name [35452_resized], angle_normal : tensor([[0.3441]], device='cuda:0'), angle_fog : tensor([[0.1657]], device='cuda:0'), diff: 0.1783
image name [35506_resized], angle_normal : tensor([[-0.2956]], device='cuda:0'), angle_fog : tensor([[0.5320]], device='cuda:0'), diff: 0.8276
image name [35733_resized], angle_normal : tensor([[-0.8028]], device='cuda:0'), angle_fog : tensor([[2.8134]], device='cuda:0'), diff: 3.6162
image name [36024_resized], angle_normal : tensor([[-0.0005]], device='cuda:0'), angle_fog : tensor([[-0.1177]], device='cuda:0'), diff: 0.1172
image name [36110_resized], angle_normal : tensor([[-0.1585]], device='cuda:0'), angle_fog : tensor([[2.8574]], device='cuda:0'), diff: 3.0159
image name [3649_resized], angle_normal : tensor([[0.0405]], device='cuda:0'), angle_fog : tensor([[2.8737]], device='cuda:0'), diff: 2.8332
image name [3689_resized], angle_normal : tensor([[0.0407]], device='cuda:0'), angle_fog : tensor([[2.9075]], device='cuda:0'), diff: 2.8668
image name [36943_resized], angle_normal : tensor([[-0.1948]], device='cuda:0'), angle_fog : tensor([[1.9765]], device='cuda:0'), diff: 2.1713
image name [37212_resized], angle_normal : tensor([[-1.0143]], device='cuda:0'), angle_fog : tensor([[0.4412]], device='cuda:0'), diff: 1.4555
image name [37245_resized], angle_normal : tensor([[-0.3064]], device='cuda:0'), angle_fog : tensor([[2.4205]], device='cuda:0'), diff: 2.7269
image name [37526_resized], angle_normal : tensor([[0.0245]], device='cuda:0'), angle_fog : tensor([[-0.2142]], device='cuda:0'), diff: 0.2387
image name [3757_resized], angle_normal : tensor([[0.0417]], device='cuda:0'), angle_fog : tensor([[2.8746]], device='cuda:0'), diff: 2.8329
image name [37612_resized], angle_normal : tensor([[-0.0177]], device='cuda:0'), angle_fog : tensor([[-0.1147]], device='cuda:0'), diff: 0.0970
image name [38282_resized], angle_normal : tensor([[0.5042]], device='cuda:0'), angle_fog : tensor([[2.9533]], device='cuda:0'), diff: 2.4492
image name [38293_resized], angle_normal : tensor([[0.7742]], device='cuda:0'), angle_fog : tensor([[2.9036]], device='cuda:0'), diff: 2.1294
image name [38433_resized], angle_normal : tensor([[0.8735]], device='cuda:0'), angle_fog : tensor([[2.9352]], device='cuda:0'), diff: 2.0617
image name [38714_resized], angle_normal : tensor([[0.1363]], device='cuda:0'), angle_fog : tensor([[2.8526]], device='cuda:0'), diff: 2.7164
image name [38769_resized], angle_normal : tensor([[0.1364]], device='cuda:0'), angle_fog : tensor([[2.8639]], device='cuda:0'), diff: 2.7275
image name [39081_resized], angle_normal : tensor([[-1.8192]], device='cuda:0'), angle_fog : tensor([[-1.5707]], device='cuda:0'), diff: 0.2485
image name [39135_resized], angle_normal : tensor([[-0.8413]], device='cuda:0'), angle_fog : tensor([[-0.5392]], device='cuda:0'), diff: 0.3021
image name [39232_resized], angle_normal : tensor([[0.0469]], device='cuda:0'), angle_fog : tensor([[0.3446]], device='cuda:0'), diff: 0.2977
image name [39513_resized], angle_normal : tensor([[0.0917]], device='cuda:0'), angle_fog : tensor([[0.1012]], device='cuda:0'), diff: 0.0095
image name [39557_resized], angle_normal : tensor([[0.0255]], device='cuda:0'), angle_fog : tensor([[-0.1415]], device='cuda:0'), diff: 0.1669
image name [39751_resized], angle_normal : tensor([[0.0061]], device='cuda:0'), angle_fog : tensor([[-0.4579]], device='cuda:0'), diff: 0.4640
image name [40096_resized], angle_normal : tensor([[-0.0165]], device='cuda:0'), angle_fog : tensor([[2.9505]], device='cuda:0'), diff: 2.9669
image name [40258_resized], angle_normal : tensor([[0.0436]], device='cuda:0'), angle_fog : tensor([[3.0072]], device='cuda:0'), diff: 2.9636
image name [40755_resized], angle_normal : tensor([[-0.0095]], device='cuda:0'), angle_fog : tensor([[2.4340]], device='cuda:0'), diff: 2.4434
image name [41046_resized], angle_normal : tensor([[-0.0209]], device='cuda:0'), angle_fog : tensor([[2.7275]], device='cuda:0'), diff: 2.7484
image name [41132_resized], angle_normal : tensor([[0.0440]], device='cuda:0'), angle_fog : tensor([[1.9809]], device='cuda:0'), diff: 1.9369
image name [41338_resized], angle_normal : tensor([[-0.1311]], device='cuda:0'), angle_fog : tensor([[2.5340]], device='cuda:0'), diff: 2.6652
image name [41565_resized], angle_normal : tensor([[0.0033]], device='cuda:0'), angle_fog : tensor([[1.2065]], device='cuda:0'), diff: 1.2031
image name [41608_resized], angle_normal : tensor([[0.0153]], device='cuda:0'), angle_fog : tensor([[-0.0303]], device='cuda:0'), diff: 0.0456
image name [42353_resized], angle_normal : tensor([[-0.0336]], device='cuda:0'), angle_fog : tensor([[2.9046]], device='cuda:0'), diff: 2.9382
image name [42450_resized], angle_normal : tensor([[-0.1386]], device='cuda:0'), angle_fog : tensor([[3.0318]], device='cuda:0'), diff: 3.1704
image name [42580_resized], angle_normal : tensor([[0.1691]], device='cuda:0'), angle_fog : tensor([[3.0235]], device='cuda:0'), diff: 2.8544
image name [42720_resized], angle_normal : tensor([[0.3620]], device='cuda:0'), angle_fog : tensor([[2.5005]], device='cuda:0'), diff: 2.1385
image name [42797_resized], angle_normal : tensor([[0.1414]], device='cuda:0'), angle_fog : tensor([[2.3862]], device='cuda:0'), diff: 2.2449
image name [42829_resized], angle_normal : tensor([[0.0388]], device='cuda:0'), angle_fog : tensor([[-1.2154]], device='cuda:0'), diff: 1.2542
image name [43228_resized], angle_normal : tensor([[-0.0839]], device='cuda:0'), angle_fog : tensor([[2.9267]], device='cuda:0'), diff: 3.0106
image name [43347_resized], angle_normal : tensor([[0.1349]], device='cuda:0'), angle_fog : tensor([[2.9930]], device='cuda:0'), diff: 2.8581
image name [43477_resized], angle_normal : tensor([[0.0665]], device='cuda:0'), angle_fog : tensor([[2.9906]], device='cuda:0'), diff: 2.9241
image name [43899_resized], angle_normal : tensor([[-0.2761]], device='cuda:0'), angle_fog : tensor([[2.9837]], device='cuda:0'), diff: 3.2598
image name [44427_resized], angle_normal : tensor([[0.1554]], device='cuda:0'), angle_fog : tensor([[2.9925]], device='cuda:0'), diff: 2.8371
image name [44502_resized], angle_normal : tensor([[0.1702]], device='cuda:0'), angle_fog : tensor([[2.9677]], device='cuda:0'), diff: 2.7974
image name [44535_resized], angle_normal : tensor([[0.1696]], device='cuda:0'), angle_fog : tensor([[2.9780]], device='cuda:0'), diff: 2.8084
image name [4514_resized], angle_normal : tensor([[0.0109]], device='cuda:0'), angle_fog : tensor([[2.3975]], device='cuda:0'), diff: 2.3866
image name [45172_resized], angle_normal : tensor([[0.2091]], device='cuda:0'), angle_fog : tensor([[2.8926]], device='cuda:0'), diff: 2.6836
image name [45389_resized], angle_normal : tensor([[0.1270]], device='cuda:0'), angle_fog : tensor([[1.7058]], device='cuda:0'), diff: 1.5788
image name [45420_resized], angle_normal : tensor([[0.0841]], device='cuda:0'), angle_fog : tensor([[2.1842]], device='cuda:0'), diff: 2.1001
image name [45518_resized], angle_normal : tensor([[-0.3232]], device='cuda:0'), angle_fog : tensor([[2.9304]], device='cuda:0'), diff: 3.2537
image name [45529_resized], angle_normal : tensor([[-0.2712]], device='cuda:0'), angle_fog : tensor([[2.9312]], device='cuda:0'), diff: 3.2023
image name [4594_resized], angle_normal : tensor([[0.2445]], device='cuda:0'), angle_fog : tensor([[2.7951]], device='cuda:0'), diff: 2.5506
image name [4659_resized], angle_normal : tensor([[0.1521]], device='cuda:0'), angle_fog : tensor([[0.7029]], device='cuda:0'), diff: 0.5508
image name [4767_resized], angle_normal : tensor([[0.0439]], device='cuda:0'), angle_fog : tensor([[2.5883]], device='cuda:0'), diff: 2.5444
image name [4820_resized], angle_normal : tensor([[0.0535]], device='cuda:0'), angle_fog : tensor([[2.5290]], device='cuda:0'), diff: 2.4756
image name [548_resized], angle_normal : tensor([[-1.8106]], device='cuda:0'), angle_fog : tensor([[0.2417]], device='cuda:0'), diff: 2.0523
image name [5500_resized], angle_normal : tensor([[-0.0979]], device='cuda:0'), angle_fog : tensor([[0.7768]], device='cuda:0'), diff: 0.8747
image name [5674_resized], angle_normal : tensor([[-0.1321]], device='cuda:0'), angle_fog : tensor([[2.8986]], device='cuda:0'), diff: 3.0307
image name [603_resized], angle_normal : tensor([[-0.3281]], device='cuda:0'), angle_fog : tensor([[0.2682]], device='cuda:0'), diff: 0.5963
image name [6084_resized], angle_normal : tensor([[-0.2637]], device='cuda:0'), angle_fog : tensor([[0.2688]], device='cuda:0'), diff: 0.5325
image name [6743_resized], angle_normal : tensor([[-0.0113]], device='cuda:0'), angle_fog : tensor([[2.8314]], device='cuda:0'), diff: 2.8427
image name [6895_resized], angle_normal : tensor([[1.6001]], device='cuda:0'), angle_fog : tensor([[2.8327]], device='cuda:0'), diff: 1.2326
image name [7434_resized], angle_normal : tensor([[-0.0568]], device='cuda:0'), angle_fog : tensor([[-0.0835]], device='cuda:0'), diff: 0.0266
image name [8536_resized], angle_normal : tensor([[0.0817]], device='cuda:0'), angle_fog : tensor([[0.1810]], device='cuda:0'), diff: 0.0993
image name [8677_resized], angle_normal : tensor([[-0.1274]], device='cuda:0'), angle_fog : tensor([[-1.6921]], device='cuda:0'), diff: 1.5646
image name [9054_resized], angle_normal : tensor([[0.1020]], device='cuda:0'), angle_fog : tensor([[-1.4058]], device='cuda:0'), diff: 1.5078
image name [9140_resized], angle_normal : tensor([[0.2889]], device='cuda:0'), angle_fog : tensor([[1.0942]], device='cuda:0'), diff: 0.8053
image name [9595_resized], angle_normal : tensor([[-0.1714]], device='cuda:0'), angle_fog : tensor([[0.1657]], device='cuda:0'), diff: 0.3370
image name [9865_resized], angle_normal : tensor([[0.2272]], device='cuda:0'), angle_fog : tensor([[2.9785]], device='cuda:0'), diff: 2.7513
image name [9908_resized], angle_normal : tensor([[0.2228]], device='cuda:0'), angle_fog : tensor([[2.9825]], device='cuda:0'), diff: 2.7597
Mean:  1.8705625489280122
std:  1.0662158083303364
